Response number,Speaker,Content
912,KUNSTLER,You took their black guy and made him a sympathetic character.
913,JUDGE HOFFMAN,I've lived a long time and you're the first person who's ever suggested that I've discriminated against a black man.
914,WEINGLASS,Then let the record show that I'm the second.
915,JUDGE HOFFMAN,(pause) Step back.
916,JUDGE HOFFMAN,I'm issuing an order declaring a mistrial as to the defendant Bobby G. Seale.
917,JUDGE HOFFMAN,"Mr. Seale, you're currently charged with 16 counts of contempt for your repeated displays of disrespect, and you have a pending homicide charge in Connecticut. You are not home free and I doubt you ever will be. We're adjourned until ten a.m. Monday."
918,BAILIFF,All rise. 111.
919,BERNADINE,"Conspiracy office, how can I help you?"
920,BERNADINE,"(into the phone) No, sir, I'm a white woman. (listens) Yeah, I've slept with several in my life so far and on balance I'd have to say yes, it is better and to tell you the truth, I think that's a big part of what's got you worked up."
921,WEINGLASS,Hang up the phone.
922,BERNADINE,"(into the phone) It's not even so much that it's bigger, it's just better, you know what I mean?"
923,WEINGLASS,Hang up the phone.
924,WEINGLASS,Was that a parting gift for Bobby?
925,BERNADINE,"No, that was just for me. 112."
926,JERRY,(to TOM) Why the fuck did you stand up?
927,TOM,I was just--it was a reflex.
928,RENNIE,He was respecting the institution.
929,TOM,And I don't know what good it does to insult the judge. And it was in view of the jury. And the press. And Foran and Schultz who'll be recommending sentencing if we're convicted.
930,ABBIE,"It's a revolution, Tom. We may have to hurt somebody's feelings."
931,RENNIE,(pause) So...we have this list. I was thinking maybe Monday morning we could read the names into the record.
932,TOM,Jesus--
933,RENNIE,As a way of saying--
934,TOM,As a way of saying what?
935,RENNIE,"That whatever we're facing, you know, is peanuts compared to what these guys--"
936,TOM,He's the one who's gonna sentence us. (MORE) 113.
937,TOM,The judge gets to decide what we're facing. It's a goddam trial.
938,ABBIE,A political trial.
939,TOM,"No, we were arrested for--the law doesn't recognize political--"
940,ABBIE,"We weren't arrested, we were chosen. Lee, John, have you guys asked yourselves what you're doing here?"
941,WEINER,Every day.
942,ABBIE,"You're a give-back. They give the jury a couple of guys they can acquit and feel better about finding the rest us guilty. Lenny, am I wrong?"
943,WEINGLASS,No.
944,FROINES,Our role in history is that we made it easier to convict our friends? Lee?
945,ABBIE,"They're gonna find us guilty of ""I just don't like you.” That's why Bill won't put any of us on the stand."
946,DAVE,"I could take the stand, I'm easy for them to like. I'm literally a Boy Scout troop leader."
947,KUNSTLER,You're a conscientious objector.
948,DAVE,A lot of people are conscientious-- 114.
949,RENNIE,That thing. Remember? Outgoing cabinet members are supposed to resign as a courtesy but Ramsey Clark didn't tender his resignation until an hour--
950,JERRY,"Yeah, I read Mitchell had a fit about that. (to WEINGLASS) Did you read about that? (beat) Lenny?"
951,JERRY,(beat) Bill?
952,KUNSTLER,He was never even on our witness list.
953,TOM,Who?
954,KUNSTLER,The first witness you'd put on the stand...if this was a political trial. (calling) Bernadine!
955,BERNADINE,Yeah.
956,KUNSTLER,My office needs to find Ramsey Clark.
957,ABBIE,William Kunstler just showed up.
958,KUNSTLER,Lenny.
959,WEINGLASS,"Maybe--I don't know, does he have a Secret Service detail?"
960,KUNSTLER,No. They're here for us.
961,KUNSTLER,"He was the Attorney General, what do we do, we just ring the doorbell?"
962,WEINGLASS,"Yeah, I guess so."
963,KUNSTLER,You want to do it?
964,TOM,Just ring the damn--
965,KUNSTLER,It's a nice house.
966,WEINGLASS,Yeah. 117.
967,KUNSTLER,"(pause) What would you call this, Tudor or Colonial?"
968,KUNSTLER,"Good morning, I'm Bill Kunstler. Mr. Clark is expecting us."
969,JANE,Come in.
970,JANE,He's in his study at the end of the hall. Can I get anyone coffee?
971,KUNSTLER,"I'll tell you, ma'am, that sounds great."
972,WEINGLASS,"Nothing for me, thank you."
973,JANE,The end of the hall.
974,JANE,Mr. Hayden?
975,JANE,I read in the paper you were the only one who stood for the judge after what he did to Bobby.
976,TOM,Oh. That was a mistake. It was a reflex and--
977,KUNSTLER,Tom? 118.
978,TOM,Yeah.
979,CLARK,"Hey, Bill, Ramsey Clark."
980,KUNSTLER,"Pleased to meet you, sir, this is Leonard Weinglass."
981,CLARK,(shaking hands) Mr. Weinglass.
982,KUNSTLER,And Tom Hayden.
983,CLARK,"I know who Tom Hayden is, the FBI used to work for me. These two men are senior deputies with the Justice Department--Mr. Calley and Mr. Howard."
984,KUNSTLER,I don't know what these men are doing here.
985,CLARK,I invited them.
986,KUNSTLER,(pause) You invited them?
987,CLARK,I don't want any appearance of impropriety.
988,KUNSTLER,There isn't any impropriety. 119.
989,CLARK,And now there are witnesses to that.
990,KUNSTLER,"(pause) Sir, these men are going to call Schultz and Foran as soon as we're done here."
991,CLARK,"Don't be ridiculous, they've already called Schultz and Foran and they're gonna call John Mitchell as soon as we're done here. Ask what you want to ask."
992,KUNSTLER,In front of them?
993,CLARK,Mm-hm.
994,KUNSTLER,"(pause) Alright. Mr. Clark, while you were the Attorney General for President Johnson, was there ever a discussion with the White House about seeking indictments against my clients?"
995,HOWARD,He can't answer that.
996,KUNSTLER,Why not?
997,HOWARD,It's against the law.
998,WEINGLASS,That's an overly broad interpretation of the law.
999,KUNSTLER,"That's Lenny's way of saying you're criminally full of shit, Deputy Howard. 120."
1000,HOWARD,Sir--
1001,KUNSTLER,"And I'll tell you what--We've dealt with jury tampering, wire tapping, a defendant who was literally gagged and a judge who's been handing down rulings from the bench that would be considered wrong in Honduras!--so I'm less interested in the law than I was when this trial began."
1002,HOWARD,"Whether you like the law or not, as a former A.G. he's protected by it."
1003,KUNSTLER,"No, you're protected by it-- (to CLARK) --and due respect, sir, I can subpoena you."
1004,HOWARD,Find a judge in this circuit who'll sign that subpoena.
1005,CLARK,He's right. And taking the stand voluntarily would be a big risk for me.
1006,KUNSTLER,"Again, due respect, but my clients take a much bigger risk when they--"
1007,CLARK,What took you so long?
1008,KUNSTLER,"(beat) --when they stand up against enormous power they can't see and-- I'm sorry, what took me so long to do what?"
1009,CLARK,To realize I'm your star witness?
1010,KUNSTLER,"(beat) Well...we were...remarking on that ourselves, but--"
1011,CLARK,Bill--
1012,HOWARD,He can't testify.
1013,CLARK,"I'm in private practice now and if John Mitchell wants to cut me in half, he can and he will."
1014,TOM,"You have to find--Sir, you have to find some courage now and"
1015,CLARK,"Find some courage, yeah."
1016,TOM,Yes--You have to find some courage and--
1017,WEINGLASS,(holding a hand up) Tom.
1018,CLARK,"That's what these two men came to tell me. That if John Mitchell wants to cut me in half, he can and he will. So I wanted them here in the room when I said--When do you want me in court?"
1019,HOWARD,Mr. Clark--
1020,KUNSTLER,I'm sorry?
1021,CLARK,"Swear me in, Bill."
1022,HOWARD,"It's against the law for you to testify, Ramsey, it's that simple. 122."
1023,CLARK,It's General Clark and arrest me or shut the fuck up. (to TOM--simply) Found it.
1024,KUNSTLER,The defense calls Ramsey Clark.
1025,SCHULTZ,"Your Honor, the People move to disallow this witness."
1026,JUDGE HOFFMAN,I'd like the marshals to take the jury from the room.
1027,JUDGE HOFFMAN,Mr. Schultz?
1028,SCHULTZ,The Code of Federal Regulations mandates that the disclosure of Justice Department material is prohibited without prior knowledge of the Attorney General--plainly meaning the sitting Attorney General--who is John Mitchell who has specifically denied his approval.
1029,WEINGLASS,"Judge, the rule refers to very specific kinds of documents and information. If the regulation was interpreted as Mr. Schultz is asking it to be, nobody in the federal government would ever be able to testify in a trial after leaving their job. 123."
1030,JUDGE HOFFMAN,I think the government is at least justified in asking the defense to demonstrate by voir dire the testimony it expects to illicit from the witness.
1031,KUNSTLER,You'd like us to question the witness outside the presence of the jury?
1032,JUDGE HOFFMAN,"If I find any of the testimony relevant I'll call the jury back in to hear it. (pause) Take it or leave it, Mr. Kunstler."
1033,KUNSTLER,Defense calls Ramsey Clark.
1034,BAILIFF,State your name.
1035,CLARK,William Ramsey Clark.
1036,BAILIFF,"Do you swear that the testimony you give will be the truth, the whole truth and nothing but the truth?"
1037,CLARK,I do.
1038,KUNSTLER,"Mr. Clark, what was your occupation in the summer of 1968?"
1039,CLARK,I was Attorney General of the United States.
1040,KUNSTLER,You were appointed by President Johnson. 124.
1041,JUDGE HOFFMAN,"(beat) Excuse me, sir?"
1042,CLARK,The president isn't a client of the Attorney General. I'm happy to answer.
1043,SCHULTZ,"Your Honor, I don't--hearing from the witness on this point is highly irregular."
1044,JUDGE HOFFMAN,"(pause) Well gentlemen, I'm...This is my courtroom but the witness is the former--he's--and he's just stated his willingness, you know--so for the purposes of voir dire I'll hear the answer."
1045,CLARK,The President asked me if I intended to seek any indictments related to the riots the previous month in Chicago.
1046,KUNSTLER,And what did you tell him?
1047,CLARK,I told him we wouldn't be seeking indictments.
1048,KUNSTLER,Can you tell us why?
1049,CLARK,An investigation by our criminal division led to the clear conclusion that the riots were started by the Chicago Police Department.
1050,SCHULTZ,And the current Justice Department-- the only one that matters--came to a new conclu--
1051,KUNSTLER,And therefore the motivation of the prosecution is now called into--
1052,SCHULTZ,The motivation of the prosecution isn't an issue in a courtroom.
1053,KUNSTLER,Not any courtroom I've ever been in except this one!
1054,FORAN,Object!
1055,JUDGE HOFFMAN,"Mr. Kunstler, do you have any further examination that will demonstrate that this witness will make a material contribution or should I ask him to step down?"
1056,KUNSTLER,You've ruled? You're not going to let the jury hear his testimony?
1057,JUDGE HOFFMAN,"Not unless you can demonstrate to me, which you have not thus far done, that this witness-"
1058,KUNSTLER,Yes sir.
1059,KUNSTLER,(quietly) Are you any good?
1060,JUDGE HOFFMAN,Are you addressing the Court Reporter?
1061,KUNSTLER,(quietly) Keep up with us.. 128.
1062,JUDGE HOFFMAN,Mr. Kunstler.
1063,KUNSTLER,(to CLARK) Is this prosecution politically motivated?
1064,SCHULTZ,Object!
1065,CLARK,Yes.
1066,KUNSTLER,President Nixon inherited an unpopular war?
1067,CLARK,Yes.
1068,JUDGE HOFFMAN,"Step down please, Mr. Clark."
1069,CLARK,And your clients are making it more unpopular every day.
1070,KUNSTLER,"The administration's paranoid about the SDS, the MOBE, the New Left?"
1071,JUDGE HOFFMAN,"Mr. Clark, please. (beat) Please, I'll be forced to find you in Contempt. You understand."
1072,CLARK,"(pause) I do, Your Honor."
1073,KUNSTLER,"(pause) Thank you, sir."
1074,JUDGE HOFFMAN,You may step down.
1075,KUNSTLER,"Your Honor, when the jury returns, will they be informed that the defense had called the former Attorney General but that the Court ruled he couldn't testify?"
1076,JUDGE HOFFMAN,"No, that motion will be denied."
1077,JUDGE HOFFMAN,Cite Mr. Kunstler with his third count of Contempt.
1078,DAVE,(quietly) You're a thug.
1079,JUDGE HOFFMAN,Did one of the defendants speak?
1080,DAVE,(standing) I did. I said you're a thug and you are.
1081,TOM,(quietly) Dave--
1082,JUDGE HOFFMAN,"Please sit, Mr. Dellinger."
1083,DAVE,"If we're guilty, why not give us a trial? If we're--"
1084,JUDGE HOFFMAN,"Marshals, seat the defendant."
1085,DAVE,"If we're guilty, as you clearly decided--"
1086,JUDGE HOFFMAN,Watch yourself.
1087,DAVE,--decided we were a long time ago-- (to a MARSHAL) You don't need to grab my arm. (MORE) 130.
1088,DAVE,"(to JUDGE HOFFMAN) If we're guilty, then why not give us a trial? I've sat here for six months and watched you-- (to a MARSHAL) I'm asking you not to grab--"
1089,JUDGE HOFFMAN,Take him outa here. Lock him up!
1090,DAVE,(calling) I hit him. I'm sorry.
1091,JERRY,There's only one thing--one thing to do. Solidarity with Dave. Tomorrow we go into court and get ourselves arrested.
1092,TOM,We're already arrested.
1093,JERRY,(pause) Is Bill talking to you about taking the stand? (beat) (MORE) 131.
1094,JERRY,Some of the press guys are saying Bill's been talking to you about taking the stand.
1095,TOM,He's been talking to me about it.
1096,JERRY,He thinks you might get the crowd worked up with a position paper?
1097,TOM,Maybe he thinks I won't try to get the crowd worked up at all. Maybe he thinks there are jurors who've relied on the safety of the police and are put off when someone calls them pigs. Or maybe he just wants a witness who dresses like a grown man.
1098,JERRY,The cops in this city in the summer of 1968 were pigs.
1099,TOM,I wonder how many of them have kids in Vietnam.
1100,JERRY,"(to ABBIE) He's gonna take the stand, not you? (beat) We're okay with that?"
1101,JERRY,Abbie!
1102,ABBIE,(to TOM) What did you mean the last thing I want is to end the war?
1103,TOM,(long pause) What? 132.
1104,TOM,Mm-hm.
1105,ABBIE,"And winning elections, that's the first thing on your wish list? Equality, justice, education, poverty and progress--they're second?"
1106,TOM,If we don't win elections it doesn't matter what's second and it's astonishing that someone still has to explain that to you.
1107,RENNIE,"(pause) Okay, so Jerry was talking about--"
1108,ABBIE,(quietly) We don't have any money.
1109,TOM,I'm sorry?
1110,ABBIE,"We don't have any money. So I stage stunts and cameras come, microphones come. And it's astonishing that someone still has to explain that to you."
1111,TOM,You're trading a cow for magic beans.
1112,JERRY,That ended up working.
1113,TOM,What?
1114,JERRY,"The magic beans. There was a giant up there. I can't remember what happened after that, the little boy may have gotten eaten. 134."
1115,FROINES,"No, the giant turned out to be nice."
1116,JERRY,Are you sure?
1117,FROINES,No.
1118,WEINER,It's almost hard to believe the seven of us weren't able to end a war.
1119,ABBIE,(to TOM) Lemme ask you something.
1120,RENNIE,You guys should just shake hands.
1121,ABBIE,You think Chicago would've gone differently if Kennedy got the nomination?
1122,TOM,"Do I think-- (laughs a little) Yes, it--yes. The Irish guys would have sat down with Daley and--yes."
1123,ABBIE,I think so too.
1124,TOM,Yeah.
1125,ABBIE,"That's why I was wondering--weren't you just a little bit happy when the bullet ripped through his head? (beat) No Chicago, no Tom Hayden."
1126,TOM,I WAS ONE OF HIS PALLBEARERS!
1127,ABBIE,"(pushing him off) That's right! (beat) We're not going to jail because of what we did, we're going to jail because of who we are. Think about that the next time you shrug off cultural revolution. We define winning differently you and me."
1128,ABBIE,"Bill, you shoulda seen it. Tom tried to beat me up but through sheer of force of intellectual superiority--"
1129,KUNSTLER,Stop talking. (beat) Just stop talking.
1130,KUNSTLER,Foran's office turned this over tonight in discovery. It was given to them by somebody in the crowd.
1131,KUNSTLER,"No foul play, there are affidavits, they really did just get this."
1132,TOM,What's on the tape?
1133,KUNSTLER,The sound of you starting the Chicago riot.
1134,TOM,(pause) What?
1135,KUNSTLER,Somebody had a tape recorder at the band shell. (MORE) 136.
1136,TOM,Sure. I'll show you what my answers'll sound like.
1137,DAVE,They called him a radical. They called him a criminal. They called him un-American.
1138,TOM,"First of all, it turned out the guy climbing the flagpole was a kid."
1139,KUNSTLER,It seems like you guys attract an awful lot of underage minors.
1140,TOM,(to WEINGLASS) You want to object?
1141,WEINGLASS,Objection.
1142,KUNSTLER,Overruled.
1143,TOM,We attract the people who have the most to lose by this war continuing.
1144,KUNSTLER,I'm glad you brought that up. Did you serve? 138.
1145,TOM,I wasn't drafted. I didn't try to evade the--I had a high number.
1146,KUNSTLER,But you didn't enlist.
1147,TOM,"I did not volunteer to kill Vietnamese people, no."
1148,KUNSTLER,"You testified that you saw at least six policemen start to go after the man--sorry, kid--who was climbing the flagpole."
1149,TOM,Yes.
1150,KUNSTLER,It was dark and you were a hundred yards away. Do you have telescopic night vision?
1151,TOM,There were floodlights.
1152,DAVE,"And when they called him anti- American. He said, ""No. That ignominious distinction goes to those who mouth American values--"
1153,DAVE,--while breaking America's heart.”
1154,RENNIE,(shouting) Hey! It's alright! He's a kid! We'll get him down!
1155,DAVE,I'd like to introduce you now to Carl Oglesby of the SDS.
1156,TOM,(to himself) Shit.
1157,KUNSTLER,And?
1158,TOM,The police were shoving Rennie away.
1159,OFFICER,This doesn't concern you!
1160,RENNIE,Just leave the kid alone! He'll come down!
1161,OFFICER #2,I know who you are! Step back!
1162,TOM,Rennie was just trying to get the police off of the kid.
1163,KUNSTLER,Get the police off of the kid.
1164,TOM,Yes.
1165,KUNSTLER,How?
1166,TOM,He was--
1167,KUNSTLER,--grabbing them? 140.
1168,RENNIE,Jesus!
1169,TOM,Outa nowhere--
1170,TOM,It was six armed police officers versus Rennie Davis and a pocket protector so I can understand that response.
1171,KUNSTLER,"How 'bout your response. Let's press ""Play”."
1172,FROINES,"I'd like to say to the police back there that we have--we're allowed to be here, we have a permit for-- we need medics back there. 141."
1173,KUNSTLER,Dellinger tried to stop you from saying what you were about to say to the crowd.
1174,TOM,Rennie's been beaten.
1175,DAVE,We can--listen to me--we can still get everybody out of here safely.
1176,TOM,No we can't.
1177,DAVE,Tell 'em to stay calm.
1178,TOM,No.
1179,DAVE,They'll listen to you.
1180,KUNSTLER,Did you tell 'em to stay calm?
1181,TOM,Rennie Davis has just been beaten by the police! Rennie's skull has been cracked open. 142.
1182,KUNSTLER,Did you tell your crowd to stay calm or did you--
1183,TOM,Bill--
1184,KUNSTLER,"I'm Richard Schultz and John Mitchell told me to win, Tom. Did you tell your crowd to stay calm or did you say--"
1185,TOM,Yes. Absolutely. If blood is going to flow--
1186,TOM,(shouting into the microphone) --let it flow all over the city!
1187,DAVE,Goddammit Tom!
1188,TOM,"(into the microphone) If gas is going to be used, let it come down all over Chicago! We're going to the Convention!"
1189,TOM,Let's get on the street! Get on the street!
1190,KUNSTLER,"""If blood is going to flow, let it flow all over the city.” Was that an order to start a peaceful demonstration? 143."
1191,KUNSTLER,"Once you'd had a moment to settle down, did you try top stop people?"
1192,KUNSTLER,You didn't try to stop anyone.
1193,TOM,No.
1194,TOM,(shouting) The bridges! Head to the bridges! The bridges! 144.
1195,KUNSTLER,You were the one who told people to go to the footbridges.
1196,TOM,The ones who were able to make it out of the park without getting arrested or maimed.
1197,KUNSTLER,"And those people, the ones you sent to the footbridges, did they know what was waiting for them on the other side?"
1198,KUNSTLER,All access to the convention was blocked.
1199,TOM,By an armored division. 145.
1200,KUNSTLER,"Of the Illinois National Guard, they're the good guys."
1201,TOM,"Jeeps fitted with concertina wire called Daley Dozers, and when did I stop being one of the good guys?"
1202,KUNSTLER,Let's find out. Were glass bottles being thrown at the police?
1203,DAVE,"Shit, no!"
1204,DAVE,(shouting) Don't throw anything! Drop the bottles! Don't throw anything!
1205,TOM,Some people threw bottles. Dave was the one trying to shut it down. They were frustrated--all three footbridges were--
1206,KUNSTLER,"You, Abbie, Jerry and 11 others eluded the police."
1207,TOM,"I wouldn't say we eluded them, I'd say we were fleeing from them."
1208,KUNSTLER,You found an unguarded bridge. 146.
1209,ABBIE,Now here's where things got weird.
1210,KUNSTLER,"You, Abbie, Jerry and 11 others found the only way to the convention."
1211,ABBIE,"In the lobby of the Hilton, right next to the Convention Center, is a bar called the Haymarket Tavern. The Haymarket Tavern is a watering hole for Chicago's political class and their hookers. And the place was packed to watch Humphrey getting the nomination a mile away."
1212,DELEGATE,"Mr. Chairman, the great state of Ohio, the Buckeye State--"
1213,PATRONS,(toasting) The Buckeye State! 147.
1214,ABBIE,One side of the Haymarket Tavern is a huge picture window with smoked glass. You can't see inside from the street.
1215,KUNSTLER,"You made it through the riot police, the tear gas, the national guard and you're in sight of the Convention Center--"
1216,TOM,Where we got trapped.
1217,KUNSTLER,What's another word for trapped?
1218,TOM,We were trapped between the window and the police.
1219,KUNSTLER,"What's another word for trapped? (beat) ""Caught”, right? 148."
1220,ABBIE,"Inside the bar it's like the 60's never happened. Outside the bar, the 60's were being performed for anyone who looked out the window."
1221,BAR PATRON #1,Does anyone know what a buckeye is?
1222,WOMAN,(trying to get his attention) Hey.
1223,BAR PATRON #2,A buckeye?
1224,BAR PATRON #1,Yeah.
1225,WOMAN,Am I the only one who sees what's going on out there?
1226,BAR PATRON #2,A buckeye is a nut. A poisonous nut.
1227,ABBIE,And we see a cop do something you don't ever want to see a cop do. 149.
1228,KUNSTLER,"All those people, how come you and Abbie and Jerry are the only ones who saw them do that?"
1229,TOM,I don't know. It was dark. People were scared.
1230,ABBIE,60's outside the bar. 50's inside the bar. And then...? An unnecessary metaphor.
1231,BAR PATRON #2,(over the noise) It's a nut?
1232,BAR PATRON #1,What?
1233,BAR PATRON #2,(louder) A nut!
1234,KUNSTLER,Were you resisting arrest? 150.
1235,TOM,They pushed us through the window.
1236,KUNSTLER,You overrun the riot police--
1237,KUNSTLER,"--make it past the tear gas,        (simultaneously) make it past the national        Which is more than Rennie can guard, find an open bridge,      say! Over 400 people admitted you can practically reach        to area hospitals with severe your hand out and touch the      injuries! They had armored convention and you gave          vehicles! Bayonets! They took yourself up peacefully?          off their name tags and badges! We were trying to protest peacefully at the fucking convention!"
1238,POLICEMAN,Hands behind your back.
1239,TOM,(pause) Yeah.
1240,KUNSTLER,"Who started the riot, Tom?"
1241,TOM,"(pause) ""Our”."
1242,KUNSTLER,(pause) What? 151.
1243,TOM,"(beat) ""Our”. ""Our blood”."
1244,ABBIE,"(pause) ""Our” blood. If ""our” blood is going to flow--you meant to say, ""If 'our' blood is going to flow, let it flow all over the city.” You didn't mean the cops, you were saying if they're going to beat us up then everyone should see it."
1245,KUNSTLER,(quietly) Jesus Christ.
1246,ABBIE,"You do this-- (to KUNSTLER) He does this, it's a pattern. Read his portion of the Port Huron Statement. He implies possessive pronouns and he uses vague noun modifiers."
1247,TOM,(pause) You read the Port Huron Statement?
1248,ABBIE,I've read everything you've published.
1249,TOM,I didn't know that.
1250,ABBIE,You're a talented guy. Except for the possessive pronouns and the vague--
1251,TOM,I know.
1252,TOM,(to KUNSTLER) Put Abbie on the stand instead.
1253,JUDGE HOFFMAN,Would you state your full name for the record please.
1254,ABBIE,It's Abbie.
1255,JUDGE HOFFMAN,Your last name.
1256,ABBIE,My grandfather's name was Shaboysnakoff but he was a Russian Jew protesting anti-semitism so he was assigned a name that would sound like yours.
1257,JUDGE HOFFMAN,What is your date of birth?
1258,ABBIE,"Psychologically, 1960."
1259,JUDGE HOFFMAN,What were you doing until 1960?
1260,ABBIE,Nothing really. It's called an American education.
1261,JUDGE HOFFMAN,Why don't we just proceed with the testimony.
1262,ABBIE,Sure.
1263,KUNSTLER,Do you know why you're on trial here?
1264,ABBIE,We carried certain ideas across state lines. Not machine guns or drugs or little girls. (MORE) 153.
1265,ABBIE,"When we crossed from New York to New Jersey to Pennsylvania to Ohio to Illinois, we had certain ideas. And for that, we were gassed, beaten, arrested and put on trial. In 1861, Lincoln said in his Inaugural address that, ""When the people shall grow weary of their Constitutional right to amend their government, they shall exert their revolutionary right to dismember and overthrow that government.” And if Lincoln had given that speech in Lincoln Park last summer he'd be on trial with the rest of us."
1266,KUNSTLER,How do you overthrow and dismember a government peacefully?
1267,ABBIE,In this country we do it every four years.
1268,KUNSTLER,That's all.
1269,SCHULTZ,So Chicago was just a massive voter registration drive.
1270,ABBIE,(laughs) Yeah.
1271,SCHULTZ,Did you hear the tape that was played in court of Mr. Hayden at the bandshell?
1272,ABBIE,Yes.
1273,SCHULTZ,You heard the tape?
1274,ABBIE,Yes. 154.
1275,SCHULTZ,That your plans for the convention were specifically designed to draw the police into a confrontation.
1276,ABBIE,If I'd known it was going to be the first wish of mine that came true I would've aimed higher.
1277,SCHULTZ,It's a yes or no question. When you came to Chicago were you hoping for a confrontation with the police?
1278,SCHULTZ,I'm concerned that you have to think about it.
1279,ABBIE,"Gimme me a moment, would you friend? I've never been on trial for my thoughts before."
1280,BAILIFF,All rise.
1281,BAILIFF,"69 CR 180, United States of America versus David Dellinger et al. 157."
1282,JUDGE HOFFMAN,The law requires that before sentencing I allow the defendant or defendants to make a statement to the Court. I've advised defense counsel that the Court will allow one defendant to speak for the group and I've been advised that the group has chosen Mr. Hayden. Is that right?
1283,TOM,(standing) Yes sir.
1284,JUDGE HOFFMAN,"In spite of your actions during the convention, you are the one defendant who has shown during this trial, respect for this court and for this country and remorse for your actions. I truly believe--I mean this--I truly believe that one day you could be a very productive part of our system. I'd like you to make your statement brief and without any political content of any kind. If you make your statement brief, if you make it respectful, remorseful and to the point, I will look favorably upon that when administering my sentence. Do you understand what I just said?"
1285,JUDGE HOFFMAN,Mr. Hayden?
1286,TOM,Yes. (pause) You'll look favorably in sentencing.
1287,JUDGE HOFFMAN,Yes.
1288,TOM,(pause) If I make my statement respectful and remorseful. 158.
1289,JUDGE HOFFMAN,Yes.
1290,TOM,"And I'm sorry, Your Honor, what was the third one?"
1291,JUDGE HOFFMAN,Brief.
1292,TOM,Brief. If I do those things...then my government will look favorably on me.
1293,JUDGE HOFFMAN,You understand?
1294,TOM,Yes sir.
1295,JUDGE HOFFMAN,Please begin.
1296,TOM,Okay.
1297,TOM,"Your Honor, since the day this trial began, four-thousand seven hundred and fifty-two U.S. troops have been killed in Vietnam. (pause) And the following are their names."
1298,TOM,"Corporal Kenneth Joe Auston, 19 years old. Specialist Billy Francis Dodd, 21 years old."
1299,JUDGE HOFFMAN,"There will be--Mr. Kunstler, he will not read four-thousand five- hundred names into the record. There will be quiet in the gallery! Mr. Hayden!"
1300,TOM,"Staff Sergeant David Cruz Chavez, 31 years old. Corporal Philip Lawrence Jewell, 21 years old."
1301,FORAN,What are you doing?
1302,SCHULTZ,"Respect for the fallen. (beat) Show 'em some respect, sir."
1303,CROWD,THE WHOLE WORLD IS WATCHING!
