Response number,Speaker,Content
885,JUDGE HOFFMAN,Would you state your full name for the record please.
886,ABBIE,It's Abbie.
887,JUDGE HOFFMAN,Your last name.
888,ABBIE,My grandfather's name was Shaboysnakoff but he was a Russian Jew protesting anti-semitism so he was assigned a name that would sound like yours.
889,JUDGE HOFFMAN,What is your date of birth?
890,ABBIE,"Psychologically, 1960."
891,JUDGE HOFFMAN,What were you doing until 1960?
892,ABBIE,Nothing really. It's called an American education.
893,JUDGE HOFFMAN,Why don't we just proceed with the testimony.
894,ABBIE,Sure.
895,KUNSTLER,Do you know why you're on trial here?
896,ABBIE,We carried certain ideas across state lines. Not machine guns or drugs or little girls. (MORE) 153.
897,ABBIE,"When we crossed from New York to New Jersey to Pennsylvania to Ohio to Illinois, we had certain ideas. And for that, we were gassed, beaten, arrested and put on trial. In 1861, Lincoln said in his Inaugural address that, ""When the people shall grow weary of their Constitutional right to amend their government, they shall exert their revolutionary right to dismember and overthrow that government."" And if Lincoln had given that speech in Lincoln Park last summer he'd be on trial with the rest of us."
898,KUNSTLER,How do you overthrow and dismember a government peacefully?
899,ABBIE,In this country we do it every four years.
900,KUNSTLER,That's all.
901,SCHULTZ,So Chicago was just a massive voter registration drive.
902,ABBIE,(laughs) Yeah.
903,SCHULTZ,Did you hear the tape that was played in court of Mr. Hayden at the bandshell?
904,ABBIE,Yes.
905,SCHULTZ,You heard the tape?
906,ABBIE,Yes. 154.
907,SCHULTZ,That your plans for the convention were specifically designed to draw the police into a confrontation.
908,ABBIE,If I'd known it was going to be the first wish of mine that came true I would've aimed higher.
909,SCHULTZ,It's a yes or no question. When you came to Chicago were you hoping for a confrontation with the police?
910,SCHULTZ,I'm concerned that you have to think about it.
911,ABBIE,"Gimme me a moment, would you friend? I've never been on trial for my thoughts before."
912,JUDGE HOFFMAN,The law requires that before sentencing I allow the defendant or defendants to make a statement to the Court. I've advised defense counsel that the Court will allow one defendant to speak for the group and I've been advised that the group has chosen Mr. Hayden. Is that right?
913,TOM,(standing) Yes sir.
914,JUDGE HOFFMAN,"In spite of your actions during the convention, you are the one defendant who has shown during this trial, respect for this court and for this country and remorse for your actions. I truly believe--I mean this--I truly believe that one day you could be a very productive part of our system. I'd like you to make your statement brief and without any political content of any kind. If you make your statement brief, if you make it respectful, remorseful and to the point, I will look favorably upon that when administering my sentence. Do you understand what I just said?"
915,JUDGE HOFFMAN,Mr. Hayden?
916,TOM,Yes. (pause) You'll look favorably in sentencing.
917,JUDGE HOFFMAN,Yes.
918,TOM,(pause) If I make my statement respectful and remorseful. 158.
919,JUDGE HOFFMAN,Yes.
920,TOM,"And I'm sorry, Your Honor, what was the third one?"
921,JUDGE HOFFMAN,Brief.
922,TOM,Brief. If I do those things...then my government will look favorably on me.
923,JUDGE HOFFMAN,You understand?
924,TOM,Yes sir.
925,JUDGE HOFFMAN,Please begin.
926,TOM,Okay.
927,TOM,"Your Honor, since the day this trial began, four-thousand seven hundred and fifty-two U.S. troops have been killed in Vietnam. (pause) And the following are their names."
928,TOM,"Corporal Kenneth Joe Auston, 19 years old. Specialist Billy Francis Dodd, 21 years old."
929,JUDGE HOFFMAN,"There will be--Mr. Kunstler, he will not read four-thousand five- hundred names into the record. There will be quiet in the gallery! Mr. Hayden!"
930,TOM,"Staff Sergeant David Cruz Chavez, 31 years old. Corporal Philip Lawrence Jewell, 21 years old."
931,SCHULTZ,"Respect for the fallen. (beat) Show 'em some respect, sir."
